Course_Code,Course_Title,Hours,Prerequisites,Coreq,Semester,Other_Pre-req,Other_Co-req
BIO 202,Microbiology for Health Professionals,"Hours:, 2 classroom + 0 lab/studio",['CHE 115'],['BIO 202L'],"Fall, spring, and summer",C- or better in one semester of college biology and one semester of college chemistry (CHE 115  or above).,BIO 202L .
BIO 202L,Microbiology for Health Professionals Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 202'],"Fall, spring, and summer",,
BIO 208,Human Anatomy and Physiology I,"Hours:, 3 classroom + 0 lab/studio",[],['BIO 208L'],"Fall, spring, and summer",Math ACT of 19 (or equivalent placement) or any college biology or chemistry course with a grade of C- or better.,BIO 208L .
BIO 208L,Human Anatomy and Physiology I Laboratory,"Hours:, 0 classroom + 2 lab/studio",[],['BIO 208'],"Fall, spring, and summer",,
BIO 209,Human Anatomy and Physiology II,"Hours:, 3 classroom + 0 lab/studio",['BIO 208'],['BIO 209L'],"Fall, spring, and summer",C- or better in BIO 208 .,BIO 209L .
BIO 209L,Human Anatomy and Physiology II Laboratory,"Hours:, 0 classroom + 2 lab/studio",[],['BIO 209'],"Fall, spring, and summer",,
BIO 213,Gardening for Wildlife  (1 Credit),"Hours:, 1 classroom + 0 lab/studio hours",[],[],Fall only-odd years,,
BIO 235,Costa Rican Natural History,"Hours:, 2 classroom + 3 lab/studio",[],[],"Variable, check with department",,
BIO 272,Medical and Biological Terminology,"Hours:, 3 classroom + 0 lab/studio","['BIO 150', 'BIO 208']",[],Fall and spring,BIO 150  or BIO 208 .,
BIO 291W,Advanced Writing in Biology,"Hours:, 3 classroom + 0 lab/studio","['ENG 101', 'BIO 151', 'ENV 110']",[],"Fall, spring, and summer","C- or better in ENG 101  or ENG 151, and BIO 151  or ENV 110 .",
BIO 292,Introduction to Research in Biology,"Hours:, 0 classroom + 0 lab/studio",[],[],"Variable, check with department",,
BIO 294,Topics: Biological Sciences  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor.,
BIO 300,Comparative Vertebrate Anatomy,"Hours:, 2 classroom + 0 lab/studio",['BIO 151'],['BIO 300L'],Fall only-even years,C- or better in BIO 151 .,BIO 300L .
BIO 300L,Comparative Vertebrate Anatomy Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 300'],Fall only-even years,,BIO 300 .
BIO 301,Invertebrate Zoology,"Hours:, 2 classroom + 0 lab/studio",['BIO 151'],['BIO 301L'],Fall only-odd years,C- or better in BIO 151 .,BIO 301L .
BIO 301L,Invertebrate Zoology Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 301'],Fall only-odd years,,
BIO 302,General Microbiology,"Hours:, 2 classroom + 0 lab/studio","['BIO 151', 'CHE 120']",['BIO 302L'],Fall and spring,,
BIO 302L,General Microbiology Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 302'],Fall and spring,,
BIO 303,Vertebrate Zoology,"Hours:, 2 classroom + 0 lab/studio",['BIO 151'],['BIO 303L'],Fall only-even years,C- or better in BIO 151 .,BIO 303L .
BIO 303L,Vertebrate Zoology Laboratory,"Hours:, 0 classroom + 5 lab/studio",[],['BIO 303'],Fall only-even years,,BIO 303 .
BIO 304,General Ecology,"Hours:, 3 classroom + 0 lab/studio","['BIO 150', 'BIO 151']",[],"Fall, spring, and summer",C- or better in BIO 150  and BIO 151 .,
BIO 304L,Ecology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],[],"Fall, spring, and summer",,
BIO 305,Developmental Biology,"Hours:, 3 classroom + 0 lab/studio",['BIO 151'],['BIO 305L'],Spring only-even years,C- or better in BIO 151 .,BIO 305L .
BIO 305L,Developmental Biology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 305'],Spring only-even years,,BIO 305 .
BIO 309,Plant Ecology,"Hours:, 3 classroom + 0 lab/studio",['BIO 304'],['BIO 309L'],Fall only-odd years,C- or better in BIO 304  or consent of instructor.,BIO 309L .
BIO 309L,Plant Ecology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 309'],Fall only-odd years,,
BIO 312,Dendrology,"Hours:, 2 classroom + 0 lab/studio",['BIO 151'],['BIO 312L'],Fall only-even years,C- or better in BIO 151 .,BIO 312L .
BIO 312L,Dendrology Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 312'],Fall only-even years,,BIO 312 .
BIO 313,General Botany,"Hours:, 2 classroom + 0 lab/studio",['BIO 151'],['BIO 313L'],Spring only- even years,C- or better in BIO 151 .,BIO 313L .
BIO 313L,General Botany Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 313'],Spring only-even years,,BIO 313 .
BIO 320,Entomology,"Hours:, 2 classroom + 0 lab/studio",['BIO 151'],['BIO 320L'],Fall only-even years,C- or better in BIO 151 .,BIO 320L .
BIO 320L,Entomology Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 320'],Fall only-even years,,
BIO 342,Biometry,"Hours:, 3 classroom + 0 lab/studio","['BIO 151', 'BIO 151L', 'STA 205']",[],Spring only,"C- or better in BIO 151 , BIO 151L , and STA 205 .",
BIO 349,Genetics,"Hours:, 3 classroom + 0 lab/studio","['BIO 151', 'CHE 121']",['BIO 349L'],Fall and spring,C- or better in BIO 151  and CHE 121 .,BIO 349L .
BIO 349L,Genetics Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 349'],Fall and spring,,
BIO 380L,Human Cadaver Dissection,"Hours:, 0 classroom + 4 lab/studio","['BIO 151', 'BIO 208']",[],Summer only,"C- or better in BIO 151  or BIO 208 , and consent of instructor.",
BIO 392,Techniques of the Biological Sciences  (1-2 credits),"Hours:, 0 classroom + 3-6 lab/studio",['BIO 150'],[],"Fall, spring, and summer",BIO 150  and consent of instructor prior to registration.,
BIO 394,Internship: Biological Sciences  (1-3 credits),"Hours:, 0 classroom + 3-9 lab/studio",['BIO 151'],[],"Fall, spring, and summer",BIO 151  and consent of instructor.,
BIO 395,Study Abroad in the Biological Sciences  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department","Any college natural sciences course with a grade of C- or better, and consent of instructor.",
BIO 396,Practicum: Veterinary Medicine  (1-2 credits),"Hours:, 0 classroom + 4 lab/studio",['BIO 151'],[],Fall and spring,,
BIO 400,Advanced Molecular Biology,"Hours:, 2 classroom + 0 lab/studio",['BIO 349'],['BIO 400L'],Spring only - odd years,C- or better in BIO 349,BIO 400L .
BIO 400L,Advanced Molecular Biology Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 400'],Spring only - odd years,,BIO 400 .
BIO 402,Evolutionary Neurobiology,"Hours:, 3 classroom + 0 lab/studio","['BIO 291W', 'PSY 311']",['BIO 402L'],Spring only-even yrs,C- or better in BIO 291W  or PSY 311 .,BIO 402L .
BIO 402L,Evolutionary Neurobiology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 402'],Spring only-even yrs,,
BIO 404,Herpetology,"Hours:, 3 classroom + 0 lab/studio","['BIO 151', 'BIO 300', 'BIO 303']",['BIO 404L'],Spring only-odd yrs,C- or better in BIO 151 . BIO 300  or BIO 303  recommended.,BIO 404L .
BIO 404L,Herpetology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 404'],Spring only-odd yrs,,
BIO 406,Ecosystem Ecology,"Hours:, 3 classroom + 0 lab/studio",['BIO 304'],['BIO 406L'],Spring only-odd years.,C- or better in BIO 304 .,BIO 406L .
BIO 406L,Ecosystem Ecology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 406'],Spring only-odd years.,,BIO 406 .
BIO 407,Ornithology,"Hours:, 2 classroom + 0 lab/studio",['BIO 151'],['BIO 407L'],Spring only-even yrs,,
BIO 407L,Ornithology Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 407'],Spring only-even yrs,,
BIO 409,Biogeography,"Hours:, 3 classroom + 0 lab/studio",['BIO 304'],[],Spring only-odd yrs,C- or better in BIO 304 .,
BIO 410,Conservation Biology,"Hours:, 3 classroom + 0 lab/studio",['BIO 304'],['BIO 410L'],Fall only-even years,C- or better in BIO 304 .,BIO 410L .
BIO 410L,Conservation Biology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 410'],Fall only-even years,,BIO 410 .
BIO 420,Fermentation Biology,"Hours:, (3 classroom + 0 lab/studio)",['BIO 151'],['BIO 420L'],"Spring only, even years",,BIO 420L
BIO 420L,Fermentation Biology Laboratory  (0 Credits),"Hours:, 0 classroom + 3 lab/studio",[],['BIO 420'],Spring only- even years,,BIO 420
BIO 422,Limnology,"Hours:, 2 classroom + 0 lab/studio","['BIO 151', 'BIO 304', 'CHE 121', 'BIO 291W']",['BIO 422L'],"Variable, check with department",,
BIO 422L,Limnology Laboratory,"Hours:, 0 classroom + 4 lab/studio",[],['BIO 422'],Fall only-even years,,BIO 422 .
BIO 425,Advanced Human Anatomy and Physiology I,"Hours:, 3 classroom + 0 lab/studio","['BIO 291W', 'CHE 121']",['BIO 425L'],Fall only,C- or better in BIO 291W  and CHE 121 ; or consent of instructor.,BIO 425L .
BIO 425L,Adv. Human Anatomy and Physiology I Lab,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 425'],Fall only,,BIO 425 .
BIO 426,Advanced Human Anatomy and Physiology II,"Hours:, 3 classroom + 0 lab/studio",['BIO 425'],['BIO 426L'],Spring only,C- or better in BIO 425  or consent of instructor.,BIO 426L .
BIO 426L,Adv. Human Anatomy and Physiology II Lab,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 426'],Spring only,,BIO 426 .
BIO 430,Immunology,"Hours:, 3 classroom + 0 lab/studio","['BIO 302', 'BIO 302L']",[],Spring only-odd yrs,C- or better in BIO 302  and BIO 302L .,
BIO 430L,Immunology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 430'],Spring only-odd yrs,,
BIO 436,Advanced Biology of the Cell,"Hours:, 3 classroom + 0 lab/studio",['BIO 349'],[],Spring only,C- or better in BIO 349 .,
BIO 440,Animal Behavior,"Hours:, 3 classroom + 0 lab/studio",[],['BIO 440L'],Spring only-odd yrs,,BIO 440L .
BIO 440L,Animal Behavior Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 440'],Spring only-odd yrs,,
BIO 441,Animal Physiological Ecology,"Hours:, 3 classroom + 0 lab/studio",['BIO 304'],[],Fall only-odd years,C- or better in BIO 304 .,
BIO 441L,Animal Physiological Ecology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 441'],Fall only-odd years,,BIO 441 .
BIO 446,Plant Physiology,"Hours:, 3 classroom + 0 lab/studio","['BIO 151', 'CHE 121']",[],Spring only-odd yrs,C- or better in BIO 151  and CHE 121 .,
BIO 452,Cancer Genetics,"Hours:, 3 classroom + 0 lab/studio","['BIO 291W', 'BIO 349']",[],Fall only-even years,C- or better in BIO 291W  and BIO 349 .,
BIO 455L,Scanning Electron Microscopy,"Hours:, 0 classroom + 6 lab/studio",['BIO 151'],[],"Variable, check with department",C- or better in BIO 151  or consent of instructor.,
BIO 458,Evolution of Organisms,"Hours:, 3 classroom + 0 lab/studio",['BIO 349'],[],Fall and spring,C- or better in BIO 349 .,
BIO 460,Marine Biology,"Hours:, 3 classroom + 0 lab/studio","['BIO 151', 'BIO 291W']",[],"Variable, check with department",C- or better in BIO 151  and BIO 291W .,
BIO 460L,Marine Biology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],[],Summer only,,
BIO 461,Ecology and Geology of Coral Reefs,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Declared major at or above the sophomore level in a natural science and consent of instructor.,
BIO 461L,Ecology and Geology of Coral Reefs Lab  (0 Credits),"Hours:, 0 classroom + 3 lab/studio",[],['BIO 461'],"Variable, check with department",,BIO 461
BIO 462,Tropical Ecology,"Hours:, 3 classroom + 0 lab/studio",['BIO 304'],[],Spring only-even yrs,C- or better in BIO 304 .,
BIO 462L,Tropical Ecology Laboratory,"Hours:, 0 classroom + 3 lab/studio","['BIO 151', 'BIO 462']",[],Spring only-even years,BIO 151 . BIO 462  recommended.,
BIO 465,Regional Biology  (2-4 credits),"Hours:, 0-4 classroom + 0 lab/studio",['BIO 304'],[],"Variable, check with department",C- or better in BIO 304  and consent of instructor.,
BIO 467,Endocrinology,"Hours:, 3 classroom + 0 lab/studio",['BIO 349'],[],Fall only-odd years,C- or better in BIO 349,
BIO 470,Medical Microbiology,"Hours:, 3 classroom + 0 lab/studio",['BIO 302'],['BIO 470L'],Fall only-even years,C- or better in BIO 302 .,BIO 470L .
BIO 470L,Medical Microbiology Laboratory,"Hours:, 0 classroom + 3 lab/studio",[],['BIO 470'],Fall only-even years,,BIO 470 .
BIO 475,Virology,"Hours:, 3 classroom + 0 lab/studio",['BIO 302'],[],Fall only-odd years,C- or better in BIO 302 .,
BIO 491,Comprehensive Examination,"Hours:, 0 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",20 hours of upper-division courses in biological sciences.,
BIO 492,Directed Research: Biological Sciences  (1-3 credits),"Hours:, 0 classroom + 3-9 lab/studio",['BIO 291W'],[],"Fall, spring, and summer",,
BIO 494,Topics: Biological Sciences  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior or senior standing in biological sciences.,
BIO 496,Biology Undergraduate Teaching Assistant  (1-2 credits),"Hours:, 0 classroom + 2-4 lab/studio","['BIO 150', 'BIO 151']",[],"Fall, spring, and summer","BIO 150 , BIO 151 , overall GPA of at least 3.00, and consent of instructor prior to registration.",
BLS 100,Introduction to Black Studies,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
BLS 494,Topics: Black Studies  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
BUS 100,Business Essentials  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and Spring,,
BUS 101,Introduction to Business,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and spring,,
BUS 101H,Honors Introduction to Business,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
BUS 201,Haile Professionals,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and spring,A declared ​pre-​major​ or major​ within the Haile/US Bank College of Business or Business Information Systems in the College of Informatics; completion of 40 semester credit hours. Students should complete BUS 201 before the completion of 75 semester credit hours.,
BUS 230,Legal Environment,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
BUS 301,Business Professionalism/Career Prep  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and Spring,A declared ​pre-​major​ or major​ within the Haile College of Business or Business Information Systems in the College of Informatics; completion of 40 semester credit hours. Students should complete BUS 301 before the completion of 75 semester credit hours.,
BUS 330,Ethics: Managerial Decision Making,"Hours:, 3 classroom + 0 lab/studio",['BUS 230'],[],Fall and spring,,
BUS 394,Topics: Legal Environment,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
BUS 396,Internship: Business  (0-3 credits),"Hours:, 0-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of a supervising faculty member,
BUS 496,Business Practicum  (0-3 Credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Fall, Spring and Summer",,
IBU 395,Study Abroad in Business,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor,
IBU 396,International Business Internship  (1-6 credits),"Hours:, 1-6 classroom + 0 lab/studio",[],[],"Fall, spring and summer",,
IBU 480,International Commerce,"Hours:, 3 classroom + 0 lab/studio","['MGT 360', 'MKT 333', 'GSCM 207', 'FIN 415']",[],Spring only,"Senior standing; open only to certified IB Majors; MGT 360 , MKT 333 , GSCM 207 , and FIN 415 .",
IBU 499,International Business: Independent Study,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Senior standing; open only to certified IB Majors.,
BIS 101,Fundamentals of Business Computing,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
BIS 300,Management Information Systems,"Hours:, 3 classroom + 0 lab/studio","['STA 205', 'STA 205R', 'STA 250', 'BIS 101']",[],"Fall, spring, and summer","Sophomore standing; STA 205  or STA 205R  or STA 250 ; BIS 101 , or Business Informatics departmental permission",
BIS 305,Advanced Business Programming,"Hours:, 3 classroom + 0 lab/studio","['INF 110', 'INF 120']",[],Fall and spring,INF 110   or INF 120 .,
BIS 310,Systems Analysis and Design,"Hours:, 3 classroom + 0 lab/studio","['INF 120', 'BIS 300']",[],Fall and spring,INF 110 or INF 120 ; BIS 300 ; and junior standing.,
BIS 320,Descriptive Analytics & Visualization,"Hours:, 3 classroom + 0 lab/studio","['STA 205', 'STA 205R', 'STA 250', 'INF 282']",[],Fall,,
BIS 330,IT Project Management,"Hours:, 3 classroom + 0 lab/studio",['BIS 300'],[],Fall and spring,BIS 300,
BIS 357,Enterprise Resource Planning,"Hours:, 3 classroom + 0 lab/studio",['BIS 300'],[],"Variable, check w/ department",BIS 300  or Business Informatics departmental permission.,
BIS 360,Predictive Analytics,"Hours:, 3 classroom + 0 lab/studio","['BIS 320', 'BIS 380']",[],Spring only,BIS 320   or BIS 380,
BIS 370,Information Systems Auditing,"Hours:, 3 credit hours + o lab/studio hours",['BIS 300'],[],"Variable, check with department",,
BIS 380,Quantitative Analysis for Business,"Hours:, 3 classroom + 0 lab/studio","['STA 205', 'STA 205R', 'STA 250']",[],"Fall, spring, and summer",Sophomore standing; STA 205  or STA 205R or STA 250 .,
BIS 382,Information Security Management,"Hours:, 3 classroom + 0 lab/studio",['BIS 300'],[],Fall only,BIS 300,
BIS 392,Directed Research in Information Systems  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],Variable-chck w/dept,Business Informatics departmental permission.,
