Course Code,Course Title,Hours,Prerequisites
ARTO 312,Introduction to Studio and Location,"Hours:, 3 classroom + 3 lab/studio","ARTO 210 ., ARTO 210"
ARTO 410,Advanced Concepts in Photography,"Hours:, 3 classroom + 3 lab/studio","ARTO 310  and ARTO 312 ., ARTO 310, ARTO 312"
ARTO 411,Summer Workshop in Photography,"Hours:, 3 classroom + 3 lab/studio",ARTO 210
ARTO 413,Advanced Location Photography,"Hours:, 3 classroom + 3 lab/studio","ARTO 310  and ARTO 312 ., ARTO 310, ARTO 312"
ARTO 414,Advanced Studio Photography,"Hours:, 3 classroom + 3 lab/studio","ARTO 310  and ARTO 312 ., ARTO 310, ARTO 312"
ARTO 415,Documentary Photography,"Hours:, 3 classroom + 3 lab/studio","ARTO 310  and ARTO 312 ., ARTO 310, ARTO 312"
ARTO 416,Photography Capstone  (1 Credits),"Hours:, 1 classroom + 0 lab/studio","Senior standing., Co-requisite(s):, ARTO 410 ., ARTO 410"
,,"Hours:, 1 classroom + 0 lab/studio","Senior standing., Co-requisite(s):, ARTO 410 ., ARTO 410"
ARTP 230,Painting I,"Hours:, 3 classroom + 3 lab/studio","ART 130 ,  ART 135 , and ARTD 210 ., ART 130, ART 135, ARTD 210, Prerequisite OR Co-requisite:, ART 140 ., ART 140"
ARTP 330,Painting II,"Hours:, 3 classroom + 3 lab/studio",ARTP 230
ARTP 333,Materials and Techniques in Painting,"Hours:, 3 classroom + 3 lab/studio","ARTP 230 ., ARTP 230"
ARTP 430,Painting III,"Hours:, 3 classroom + 3 lab/studio",ARTP 330
ARTR 272,Printmaking I,"Hours:, 3 classroom + 3 lab/studio","ART 130  and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140 ., ART 140"
ARTR 373,Printmaking II,"Hours:, 3 classroom + 3 lab/studio",ARTR 272
ARTR 374,Techniques in Printmaking,"Hours:, 3 classroom + 3 lab/studio","ART 130 , and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140 ., ART 140"
ARTR 375,Screen Printing,"Hours:, 3 classroom + 3 lab/studio","ART 130 , and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140 ., ART 140"
ARTR 473,Advanced Printmaking,"Hours:, 3 classroom + 3 lab/studio","ARTR 373, ARTR 374"
ARTR 474,Workshop in Printmaking,"Hours:, 3 classroom + 3 lab/studio",
ARTS 262,Sculpture I,"Hours:, 3 classroom + 3 lab/studio","ART 130  and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140  or consent of instructor for non-majors., ART 140"
ARTS 360,Techniques in Sculpture,"Hours:, 3 classroom + 3 lab/studio","ART 130 , and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140  or consent of instructor., ART 140"
ARTS 362,Topics in Spatial Arts,"Hours:, 3 classroom + 3 lab/studio","ARTC 240, ARTS 262"
ARTS 460,Advanced Spatial Arts,"Hours:, 3 classroom + 3 lab/studio",
ARTV 101,Adobe Creative Cloud: Vis. Design Basics,"Hours:, 3 classroom + 3 lab/studio",
ARTV 201,Intro to Computer Graphics for Design,"Hours:, 3 classroom + 3 lab/studio","ART 130  and ART 135 ., ART 130, ART 135, Prerequisite OR Co-requisite:, ART 140 ., ART 140"
ARTV 215,Visual Communication Design,"Hours:, 3 classroom + 3 lab/studio","ARTD 210 , ART 130 , ART 135 , ART 140  and ARTV 201 ., ARTD 210, ART 130, ART 135, ART 140, ARTV 201, Co-requisite(s):, ARTV 217  and ARTV 283 ., ARTV 217, ARTV 283"
ARTV 217,Typography I,"Hours:, 3 classroom + 3 lab/studio","ARTV 201 ,, ARTV 201, ART 130 , ART 135 , ART 140  and ARTV 201 ., ART 130, ART 135, ART 140, ARTV 201, Co-requisite(s):, ARTV 215  and ARTV 283 ., ARTV 215, ARTV 283"
ARTV 283,Visual Communication Admittance Review,"Hours:, 0 classroom + 0 lab/studio","ARTD 210 , and a C+ or better in ART 130 , ART 135 , ART 140 , and ARTV 201 ., ARTD 210, ART 130, ART 135, ART 140, ARTV 201, Co-requisite(s):, ARTV 215  and ARTV 217 ., ARTV 215, ARTV 217"
ARTV 297,VCD Portfolio Review,"Hours:, 0 classroom + 0 lab/studio","ARTV 283  and ARTV 317 , (to be taken after 60 semester hours of university course work or 21 credit hours in art; must be taken in either fall or spring of intermediate-level year) and overall GPA of 2.5., ARTV 283, ARTV 317"
ARTV 315,Visual Communication Design II,"Hours:, 3 classroom + 3 lab/studio","ARTV 215 , ARTV 217 , ARTV 283 ., ARTV 215, ARTV 217, ARTV 283, Co-requisite(s):, ARTV 325, ARTV 325"
ARTV 317,Typography II,"Hours:, 3 classroom + 3 lab/studio","ARTV 201, ARTV 215, ARTV 217, ARTV 283"
ARTV 325,Techniques in Visual Communication Design,"Hours:, 3 classroom + 3 lab/studio","ARTV 283 , ARTV 317  and ARTV 315 ., ARTV 283, ARTV 317, ARTV 315, Co-requisite(s):, ARTV 315, ARTV 315"
ARTV 330,Interaction Design for Visual Communication Design I,"Hours:, 3 classroom + 3 lab/studio","ARTV 283 , ARTV 317 ., ARTV 283, ARTV 317"
ARTV 392,Student Research in Visual Communication,,Consent of department
ARTV 396,Portfolio Prep Visual Communication Des.  (1 credit),"Hours:, 1 classroom + 0 lab/studio","ARTV 283, ARTV 317"
ARTV 415,Visual Communication Design III,"Hours:, 3 classroom + 3 lab/studio","ART 297 , ARTV 315 , ARTV 317 , ARTV 325 , ARTV 330 , ARTV 417 ., ART 297, ARTV 315, ARTV 317, ARTV 325, ARTV 330, ARTV 417"
ARTV 417,Typography III,"Hours:, 3 classroom + 3 lab/studio","ART 297 , ARTV 215 , ARTV 217 , ARTV 283 , ARTH 321 , ARTV 315 , ARTV 317  and ARTV 325 ., ART 297, ARTV 215, ARTV 217, ARTV 283, ARTH 321, ARTV 315, ARTV 317, ARTV 325"
ARTV 421,Topics in Visual Communication Design,"Hours:, 3 classroom + 3 lab/studio","ARTV 283, ARTV 317"
ARTV 425,Information Design,"Hours:, 3 classroom + 3 lab/studio","ART 297 , ARTV 317 , ARTV 315 , ARTV 325 , and ARTV 330 ., ART 297, ARTV 317, ARTV 315, ARTV 325, ARTV 330"
ARTV 427,Motion Design,"Hours:, 0 classroom + 3 lab/studio","ART 297 , ARTV 317 , ARTV 315 , ARTV 325 , and ARTV 330 ., ART 297, ARTV 317, ARTV 315, ARTV 325, ARTV 330"
ARTV 428,Visual Communication Design Capstone,"Hours:, 3 classroom + 0 lab/studio","ART 299 , ARTV 417  and ARTV 425 ., ART 299, ARTV 417, ARTV 425, Co-requisite(s):, ART 497 ., ART 497"
,,"Hours:, 3 classroom + 0 lab/studio","ART 299 , ARTV 417  and ARTV 425 ., ART 299, ARTV 417, ARTV 425"
ARTV 430,Interaction Design for Vis Com Des II,"Hours:, 3 classroom + 3 lab/studio","ARTV 283 , ART 297 , and ARTV 330 ., ARTV 283, ART 297, ARTV 330"
ARTV 496,Visual Communication Design Internship,"Hours:, 3 classroom + lab/studio","ARTV 283, ARTV 315, ARTV 325, ARTV 330"
WGS 150,Intro to Contemporary Gender Issues - SB,"Hours:, 3 classroom + 0 lab/studio",
,,"Hours:, 3 classroom + 0 lab/studio",
WGS 310,Gender in the Workplace,"Hours:, 3 classroom + 0 lab/studio",
WGS 317,Gender and Communication,"Hours:, 3 classroom + 0 lab/studio",
WGS 350,Perspectives in Feminist Theory,"Hours:, 3 classroom + 0 lab/studio",
WGS 360,Gendered Spirituality  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",Sophomore standing.
WGS 361,Gendering God  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",Sophomore standing.
WGS 370,Hating Girls  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",
WGS 381,Gender in Literature,"Hours:, 3 classroom + 0 lab/studio",
WGS 382,Women and Society,"Hours:, 3 classroom + 0 lab/studio",
WGS 383,Women and World Cultures,"Hours:, 3 classroom + 0 lab/studio",
WGS 384,The Gendered Self and the Environment,"Hours:, 3 classroom + 0 lab/studio",
WGS 385,Gendered Television and Film,"Hours:, 3 classroom + 0 lab/studio",
WGS 386,Women in the Bible,"Hours:, 3 classroom + 0 lab/studio",
WGS 388,African-American Women’s History/Culture,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing.
WGS 394,Topics in WGS,"Hours:, 3 classroom + 0 lab/studio",
WGS 405,Understanding Our LGBTQ+ Past  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",
WGS 407,LGBTQ+ Cultural Competency Training  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",
WGS 408,The LGBTQ+ Top Ten  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",
WGS 409,Queer Spirituality  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",
WGS 444,History of Women in the U.S. to 1900,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing.
WGS 445,History of Women in the US after 1900,"Hours:, 3 classroom + 0 lab/studio",HIS 103
WGS 494,Gendered Experiential Learning,"Hours:, 3 classroom + 0 lab/studio",
WGS 499,Independent Study in WGS  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",Completion of one women’s and gender studies course.
WGS 594,Topics in WGS,"Hours:, 3 classroom + 0 lab/studio",Junior standing.
WLL 395,Study Abroad: World Languages & Lits.  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",Consent of instructor.
WLL 396,World Languages and Literatures Internship  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",Written permission of supervising faculty member; declared major or minor in World Languages and Literatures; B or better in a 300-level course in target language; GPA of at least 2.75.
WLL 400,World Languages Program Assessment,"Hours:, 0 classroom + 0 lab/studio",Senior standing.
WLL 450,Methods of Teaching World Languages,"Hours:, (3 classroom + 0 lab/studio)",6 semester hours of a world language at the 300 level or above.
